transaction_id,customer_id,created_at,amount,currency,payment_method,status,recovery_outcome
TXN-0001184,CUST-000262,2020-09-14T10:39:00,37.50,USD,bank_transfer,completed,not_applicable
TXN-0001185,CUST-000262,2020-10-11T10:39:00,11.20,USD,bank_transfer,completed,not_applicable
TXN-0001186,CUST-000262,2020-12-04T10:39:00,30.30,USD,bank_transfer,completed,not_applicable
TXN-0001187,CUST-000263,2022-08-06T03:57:00,82.84,CAD,digital_wallet,completed,not_applicable
TXN-0001188,CUST-000263,2022-09-06T03:57:00,56.52,CAD,digital_wallet,completed,not_applicable
TXN-0001189,CUST-000263,2022-11-17T03:57:00,14.70,CAD,digital_wallet,completed,not_applicable
TXN-0001190,CUST-000263,2023-01-02T03:57:00,156.84,CAD,card,completed,not_applicable
TXN-0001191,CUST-000263,2023-03-06T03:57:00,39.50,CAD,digital_wallet,completed,not_applicable
TXN-0001192,CUST-000263,2023-04-05T03:57:00,31.31,CAD,digital_wallet,completed,not_applicable
TXN-0001193,CUST-000264,2022-08-20T09:31:00,27.61,USD,card,completed,not_applicable
TXN-0001194,CUST-000264,2022-10-24T09:31:00,36.54,USD,card,completed,not_applicable
TXN-0001195,CUST-000264,2022-12-26T09:31:00,94.87,USD,digital_wallet,failed,recovered_retry
TXN-0001196,CUST-000264,2023-03-20T09:31:00,28.06,USD,card,completed,not_applicable
TXN-0001197,CUST-000264,2023-05-14T09:31:00,44.66,USD,card,completed,not_applicable
TXN-0001198,CUST-000265,2022-11-29T13:53:00,44.99,INR,card,completed,not_applicable
TXN-0001199,CUST-000265,2022-12-09T13:53:00,8.57,INR,card,completed,not_applicable
TXN-0001200,CUST-000265,2023-03-17T13:53:00,54.15,INR,card,completed,not_applicable
TXN-0001201,CUST-000265,2023-06-15T13:53:00,49.48,INR,card,completed,not_applicable
TXN-0001202,CUST-000265,2023-08-13T13:53:00,69.70,INR,digital_wallet,completed,not_applicable
TXN-0001203,CUST-000265,2023-09-20T13:53:00,45.67,INR,card,completed,not_applicable
TXN-0001204,CUST-000265,2023-12-03T13:53:00,12.73,INR,card,completed,not_applicable
TXN-0001205,CUST-000266,2023-06-03T23:34:00,44.74,INR,digital_wallet,completed,not_applicable
TXN-0001206,CUST-000266,2023-07-23T23:34:00,221.14,INR,digital_wallet,completed,not_applicable
TXN-0001207,CUST-000266,2023-08-30T23:34:00,73.55,INR,digital_wallet,failed,unrecovered
TXN-0001208,CUST-000266,2023-11-28T23:34:00,59.35,INR,digital_wallet,completed,not_applicable
TXN-0001209,CUST-000266,2024-03-27T23:34:00,34.84,INR,digital_wallet,completed,not_applicable
TXN-0001210,CUST-000266,2024-05-05T23:34:00,39.12,INR,card,completed,not_applicable
TXN-0001211,CUST-000267,2021-02-11T21:00:00,115.30,INR,digital_wallet,completed,not_applicable
TXN-0001212,CUST-000267,2021-03-29T21:00:00,94.29,INR,digital_wallet,completed,not_applicable
TXN-0001213,CUST-000268,2020-07-19T21:18:00,45.48,AUD,card,completed,not_applicable
TXN-0001214,CUST-000268,2020-09-12T21:18:00,25.20,AUD,card,completed,not_applicable
TXN-0001215,CUST-000268,2020-12-07T21:18:00,34.83,AUD,card,completed,not_applicable
TXN-0001216,CUST-000268,2021-03-21T21:18:00,62.93,AUD,card,completed,not_applicable
TXN-0001217,CUST-000269,2022-06-12T14:53:00,85.68,CAD,card,completed,not_applicable
TXN-0001218,CUST-000269,2022-09-30T14:53:00,3978.46,CAD,card,completed,not_applicable
TXN-0001219,CUST-000270,2022-04-07T19:20:00,54.05,USD,card,completed,not_applicable
TXN-0001220,CUST-000270,2022-07-25T19:20:00,32.22,USD,card,completed,not_applicable
TXN-0001221,CUST-000270,2022-11-12T19:20:00,75.39,USD,card,completed,not_applicable
TXN-0001222,CUST-000271,2024-02-26T00:27:00,187.93,USD,digital_wallet,completed,not_applicable
TXN-0001223,CUST-000271,2024-03-09T00:27:00,349.32,USD,digital_wallet,completed,not_applicable
TXN-0001224,CUST-000271,2024-07-05T00:27:00,269.82,USD,digital_wallet,completed,not_applicable
TXN-0001225,CUST-000271,2024-09-20T00:27:00,1658.38,USD,digital_wallet,completed,not_applicable
TXN-0001226,CUST-000272,2023-05-02T20:42:00,2851.73,USD,card,completed,not_applicable
TXN-0001227,CUST-000272,2023-07-05T20:42:00,1730.84,USD,card,completed,not_applicable
TXN-0001228,CUST-000272,2023-08-09T20:42:00,494.53,USD,card,completed,not_applicable
TXN-0001229,CUST-000272,2023-09-14T20:42:00,204.24,USD,card,completed,not_applicable
TXN-0001230,CUST-000272,2023-11-24T20:42:00,271.32,USD,card,completed,not_applicable
TXN-0001231,CUST-000272,2024-01-18T20:42:00,357.19,USD,card,completed,not_applicable
TXN-0001232,CUST-000273,2023-05-21T07:15:00,158.32,GBP,card,failed,unrecovered
TXN-0001233,CUST-000273,2023-09-03T07:15:00,29.26,GBP,card,completed,not_applicable
TXN-0001234,CUST-000273,2023-11-17T07:15:00,15.72,GBP,card,completed,not_applicable
TXN-0001235,CUST-000273,2024-01-28T07:15:00,38.25,GBP,card,failed,unrecovered
TXN-0001236,CUST-000273,2024-05-14T07:15:00,25.06,GBP,card,completed,not_applicable
TXN-0001237,CUST-000273,2024-09-05T07:15:00,24.28,GBP,card,completed,not_applicable
TXN-0001238,CUST-000274,2023-03-23T03:34:00,922.71,EUR,bank_transfer,completed,not_applicable
TXN-0001239,CUST-000274,2023-07-13T03:34:00,1962.47,EUR,bank_transfer,completed,not_applicable
TXN-0001240,CUST-000275,2020-09-20T21:30:00,71.04,EUR,card,completed,not_applicable
TXN-0001241,CUST-000275,2020-12-12T21:30:00,46.38,EUR,card,completed,not_applicable
TXN-0001242,CUST-000275,2021-01-12T21:30:00,158.46,EUR,card,completed,not_applicable
TXN-0001243,CUST-000275,2021-03-05T21:30:00,141.15,EUR,card,completed,not_applicable
TXN-0001244,CUST-000276,2019-10-23T01:26:00,5123.77,USD,card,completed,not_applicable
TXN-0001245,CUST-000276,2019-11-23T01:26:00,17970.99,USD,card,completed,not_applicable
TXN-0001246,CUST-000277,2020-10-23T06:24:00,7.90,CAD,card,completed,not_applicable
TXN-0001247,CUST-000277,2020-11-21T06:24:00,21.25,CAD,card,completed,not_applicable
TXN-0001248,CUST-000277,2021-03-17T06:24:00,24.99,CAD,card,failed,unrecovered
TXN-0001249,CUST-000277,2021-06-08T06:24:00,98.94,CAD,card,completed,not_applicable
TXN-0001250,CUST-000278,2023-01-20T19:28:00,2100.87,GBP,card,completed,not_applicable
TXN-0001251,CUST-000278,2023-02-17T19:28:00,844.57,GBP,card,failed,unrecovered
TXN-0001252,CUST-000278,2023-04-13T19:28:00,4375.91,GBP,card,completed,not_applicable
TXN-0001253,CUST-000278,2023-05-30T19:28:00,286.56,GBP,card,completed,not_applicable
TXN-0001254,CUST-000279,2021-07-05T09:47:00,95.09,INR,digital_wallet,completed,not_applicable
TXN-0001255,CUST-000279,2021-08-24T09:47:00,189.36,INR,digital_wallet,completed,not_applicable
TXN-0001256,CUST-000279,2021-09-23T09:47:00,102.78,INR,digital_wallet,completed,not_applicable
TXN-0001257,CUST-000279,2021-11-12T09:47:00,22.80,INR,digital_wallet,completed,not_applicable
TXN-0001258,CUST-000279,2021-12-09T09:47:00,29.36,INR,digital_wallet,completed,not_applicable
TXN-0001259,CUST-000279,2022-03-19T09:47:00,29.90,INR,digital_wallet,completed,not_applicable
TXN-0001260,CUST-000280,2023-03-23T06:54:00,70.73,USD,card,completed,not_applicable
TXN-0001261,CUST-000280,2023-06-08T06:54:00,411.24,USD,card,completed,not_applicable
TXN-0001262,CUST-000281,2019-12-26T06:52:00,39.84,INR,card,completed,not_applicable
TXN-0001263,CUST-000281,2020-03-06T06:52:00,74.18,INR,card,completed,not_applicable
TXN-0001264,CUST-000281,2020-03-22T06:52:00,90.40,INR,card,completed,not_applicable
TXN-0001265,CUST-000281,2020-06-26T06:52:00,10.72,INR,card,completed,not_applicable
TXN-0001266,CUST-000281,2020-07-12T06:52:00,50.36,INR,card,completed,not_applicable
TXN-0001267,CUST-000282,2022-06-07T21:05:00,198.61,USD,card,completed,not_applicable
TXN-0001268,CUST-000282,2022-08-23T21:05:00,277.91,USD,card,completed,not_applicable
TXN-0001269,CUST-000282,2022-09-17T21:05:00,316.12,USD,card,completed,not_applicable
TXN-0001270,CUST-000282,2022-10-09T21:05:00,1153.86,USD,card,completed,not_applicable
TXN-0001271,CUST-000282,2023-01-29T21:05:00,2020.21,USD,card,completed,not_applicable
TXN-0001272,CUST-000282,2023-04-26T21:05:00,415.59,USD,card,failed,unrecovered
TXN-0001273,CUST-000283,2023-02-16T16:15:00,160.84,INR,bank_transfer,completed,not_applicable
TXN-0001274,CUST-000283,2023-06-13T16:15:00,164.42,INR,bank_transfer,completed,not_applicable
TXN-0001275,CUST-000283,2023-09-04T16:15:00,54.05,INR,card,completed,not_applicable
TXN-0001276,CUST-000283,2023-12-17T16:15:00,597.75,INR,bank_transfer,completed,not_applicable
TXN-0001277,CUST-000284,2023-03-18T02:59:00,43.70,EUR,digital_wallet,completed,not_applicable
TXN-0001278,CUST-000284,2023-07-05T02:59:00,16.65,EUR,digital_wallet,failed,recovered_retry
TXN-0001279,CUST-000284,2023-09-25T02:59:00,57.96,EUR,digital_wallet,failed,recovered_review
TXN-0001280,CUST-000285,2019-07-14T17:22:00,9.38,AUD,digital_wallet,failed,unrecovered
TXN-0001281,CUST-000285,2019-09-22T17:22:00,85.57,AUD,digital_wallet,failed,unrecovered
TXN-0001282,CUST-000285,2020-01-20T17:22:00,117.61,AUD,digital_wallet,failed,unrecovered
TXN-0001283,CUST-000285,2020-03-09T17:22:00,76.49,AUD,bank_transfer,failed,unrecovered
TXN-0001284,CUST-000285,2020-04-18T17:22:00,130.34,AUD,digital_wallet,failed,unrecovered
TXN-0001285,CUST-000286,2022-11-13T12:21:00,84.36,GBP,card,completed,not_applicable
TXN-0001286,CUST-000286,2022-12-21T12:21:00,38.18,GBP,digital_wallet,completed,not_applicable
TXN-0001287,CUST-000287,2024-06-24T22:30:00,406.09,GBP,card,completed,not_applicable
TXN-0001288,CUST-000287,2024-08-22T22:30:00,120.74,GBP,card,completed,not_applicable
TXN-0001289,CUST-000287,2024-09-10T22:30:00,264.55,GBP,card,completed,not_applicable
TXN-0001290,CUST-000287,2024-11-22T22:30:00,415.10,GBP,bank_transfer,completed,not_applicable
TXN-0001291,CUST-000287,2025-01-09T22:30:00,613.56,GBP,card,completed,not_applicable
TXN-0001292,CUST-000288,2022-06-20T03:27:00,34.79,USD,card,completed,not_applicable
TXN-0001293,CUST-000288,2022-07-05T03:27:00,121.11,USD,card,failed,unrecovered
TXN-0001294,CUST-000288,2022-07-30T03:27:00,92.04,USD,card,completed,not_applicable
TXN-0001295,CUST-000289,2022-09-13T16:15:00,71.87,INR,bank_transfer,completed,not_applicable
TXN-0001296,CUST-000289,2022-11-05T16:15:00,38.58,INR,bank_transfer,completed,not_applicable
TXN-0001297,CUST-000290,2023-04-05T18:49:00,321.01,USD,card,completed,not_applicable
TXN-0001298,CUST-000290,2023-07-21T18:49:00,4679.18,USD,card,completed,not_applicable
TXN-0001299,CUST-000290,2023-10-30T18:49:00,256.70,USD,card,completed,not_applicable
TXN-0001300,CUST-000290,2024-01-09T18:49:00,466.88,USD,card,completed,not_applicable
TXN-0001301,CUST-000290,2024-02-21T18:49:00,1498.87,USD,card,completed,not_applicable
TXN-0001302,CUST-000291,2023-08-19T10:33:00,563.90,USD,card,completed,not_applicable
TXN-0001303,CUST-000291,2023-08-29T10:33:00,385.66,USD,card,completed,not_applicable
TXN-0001304,CUST-000291,2023-11-16T10:33:00,199.52,USD,card,completed,not_applicable
TXN-0001305,CUST-000291,2024-03-14T10:33:00,1134.28,USD,card,completed,not_applicable
TXN-0001306,CUST-000291,2024-05-14T10:33:00,344.15,USD,card,completed,not_applicable
TXN-0001307,CUST-000291,2024-07-19T10:33:00,349.39,USD,card,completed,not_applicable
TXN-0001308,CUST-000292,2022-04-11T12:04:00,856.22,GBP,card,completed,not_applicable
TXN-0001309,CUST-000292,2022-05-19T12:04:00,1976.37,GBP,card,failed,unrecovered
TXN-0001310,CUST-000292,2022-08-24T12:04:00,61.54,GBP,card,completed,not_applicable
TXN-0001311,CUST-000292,2022-11-22T12:04:00,302.31,GBP,card,completed,not_applicable
TXN-0001312,CUST-000292,2022-12-04T12:04:00,1714.23,GBP,card,completed,not_applicable
TXN-0001313,CUST-000292,2022-12-22T12:04:00,346.96,GBP,card,completed,not_applicable
TXN-0001314,CUST-000292,2023-02-06T12:04:00,264.09,GBP,card,completed,not_applicable
TXN-0001315,CUST-000293,2019-02-04T11:39:00,39.48,CAD,card,completed,not_applicable
TXN-0001316,CUST-000293,2019-03-07T11:39:00,68.76,CAD,card,completed,not_applicable
TXN-0001317,CUST-000293,2019-05-18T11:39:00,56.87,CAD,card,completed,not_applicable
TXN-0001318,CUST-000294,2023-04-10T22:50:00,444.36,USD,card,completed,not_applicable
TXN-0001319,CUST-000294,2023-06-09T22:50:00,905.97,USD,card,completed,not_applicable
TXN-0001320,CUST-000294,2023-08-06T22:50:00,686.18,USD,card,completed,not_applicable
TXN-0001321,CUST-000294,2023-11-19T22:50:00,725.40,USD,card,failed,unrecovered
TXN-0001322,CUST-000294,2024-03-18T22:50:00,274.49,USD,card,completed,not_applicable
TXN-0001323,CUST-000294,2024-04-06T22:50:00,267.94,USD,card,failed,unrecovered
TXN-0001324,CUST-000294,2024-06-24T22:50:00,394.74,USD,card,completed,not_applicable
TXN-0001325,CUST-000295,2022-12-02T10:16:00,7984.01,USD,digital_wallet,completed,not_applicable
TXN-0001326,CUST-000295,2023-03-31T10:16:00,35697.67,USD,digital_wallet,completed,not_applicable
TXN-0001327,CUST-000295,2023-05-18T10:16:00,7168.55,USD,digital_wallet,completed,not_applicable
TXN-0001328,CUST-000296,2022-03-18T10:00:00,56.84,USD,card,completed,not_applicable
TXN-0001329,CUST-000296,2022-04-18T10:00:00,14.88,USD,card,completed,not_applicable
TXN-0001330,CUST-000296,2022-06-04T10:00:00,44.54,USD,card,completed,not_applicable
TXN-0001331,CUST-000296,2022-07-02T10:00:00,20.27,USD,card,completed,not_applicable
TXN-0001332,CUST-000297,2023-05-03T07:06:00,280.83,INR,card,completed,not_applicable
TXN-0001333,CUST-000297,2023-08-20T07:06:00,461.04,INR,card,completed,not_applicable
TXN-0001334,CUST-000297,2023-11-05T07:06:00,445.00,INR,card,completed,not_applicable
TXN-0001335,CUST-000298,2022-08-23T07:02:00,275.56,CAD,digital_wallet,completed,not_applicable
TXN-0001336,CUST-000298,2022-11-30T07:02:00,599.78,CAD,digital_wallet,completed,not_applicable
TXN-0001337,CUST-000298,2023-02-22T07:02:00,221.76,CAD,digital_wallet,completed,not_applicable
TXN-0001338,CUST-000298,2023-04-22T07:02:00,3346.77,CAD,card,completed,not_applicable
TXN-0001339,CUST-000298,2023-06-24T07:02:00,53.00,CAD,digital_wallet,completed,not_applicable
TXN-0001340,CUST-000298,2023-08-23T07:02:00,219.47,CAD,digital_wallet,completed,not_applicable
TXN-0001341,CUST-000299,2021-12-02T14:49:00,3019.98,AUD,card,completed,not_applicable
TXN-0001342,CUST-000299,2022-01-08T14:49:00,1601.06,AUD,card,completed,not_applicable
TXN-0001343,CUST-000299,2022-02-05T14:49:00,2270.75,AUD,card,completed,not_applicable
TXN-0001344,CUST-000299,2022-05-26T14:49:00,5151.17,AUD,card,completed,not_applicable
TXN-0001345,CUST-000299,2022-09-12T14:49:00,1817.93,AUD,card,completed,not_applicable
TXN-0001346,CUST-000299,2022-10-14T14:49:00,4055.37,AUD,card,completed,not_applicable
TXN-0001347,CUST-000300,2021-12-18T07:13:00,98.53,INR,digital_wallet,completed,not_applicable
TXN-0001348,CUST-000300,2022-02-10T07:13:00,62.59,INR,card,failed,unrecovered
TXN-0001349,CUST-000300,2022-04-10T07:13:00,99.13,INR,card,completed,not_applicable
TXN-0001350,CUST-000300,2022-06-12T07:13:00,238.52,INR,card,failed,unrecovered
TXN-0001351,CUST-000301,2020-11-01T04:13:00,1053.09,USD,digital_wallet,completed,not_applicable
TXN-0001352,CUST-000301,2020-11-19T04:13:00,1707.39,USD,digital_wallet,completed,not_applicable
TXN-0001353,CUST-000301,2021-01-13T04:13:00,2581.60,USD,digital_wallet,completed,not_applicable
TXN-0001354,CUST-000301,2021-02-23T04:13:00,20085.91,USD,digital_wallet,completed,not_applicable
TXN-0001355,CUST-000301,2021-05-22T04:13:00,3666.94,USD,digital_wallet,completed,not_applicable
TXN-0001356,CUST-000301,2021-07-05T04:13:00,983.00,USD,digital_wallet,failed,recovered_retry
TXN-0001357,CUST-000301,2021-08-04T04:13:00,2817.31,USD,digital_wallet,failed,unrecovered
TXN-0001358,CUST-000302,2020-11-30T12:51:00,15.69,GBP,digital_wallet,completed,not_applicable
TXN-0001359,CUST-000302,2021-02-04T12:51:00,41.54,GBP,digital_wallet,completed,not_applicable
TXN-0001360,CUST-000302,2021-04-08T12:51:00,9.53,GBP,digital_wallet,completed,not_applicable
TXN-0001361,CUST-000303,2022-12-19T08:46:00,307.66,INR,card,completed,not_applicable
TXN-0001362,CUST-000303,2023-02-15T08:46:00,37.69,INR,card,completed,not_applicable
TXN-0001363,CUST-000303,2023-03-11T08:46:00,98.75,INR,card,completed,not_applicable
TXN-0001364,CUST-000303,2023-04-26T08:46:00,54.06,INR,card,completed,not_applicable
TXN-0001365,CUST-000303,2023-05-31T08:46:00,147.53,INR,card,completed,not_applicable
TXN-0001366,CUST-000304,2020-10-04T18:35:00,21.90,AUD,card,completed,not_applicable
TXN-0001367,CUST-000304,2020-12-28T18:35:00,10.37,AUD,card,completed,not_applicable
TXN-0001368,CUST-000304,2021-03-17T18:35:00,40.04,AUD,card,completed,not_applicable
TXN-0001369,CUST-000304,2021-04-18T18:35:00,16.71,AUD,card,completed,not_applicable
TXN-0001370,CUST-000304,2021-05-21T18:35:00,39.85,AUD,card,completed,not_applicable
TXN-0001371,CUST-000304,2021-09-10T18:35:00,111.03,AUD,card,completed,not_applicable
TXN-0001372,CUST-000305,2023-08-13T10:55:00,638.69,USD,card,completed,not_applicable
TXN-0001373,CUST-000305,2023-11-15T10:55:00,621.52,USD,card,completed,not_applicable
TXN-0001374,CUST-000305,2023-12-18T10:55:00,208.83,USD,card,failed,unrecovered
TXN-0001375,CUST-000306,2024-05-17T06:23:00,203.82,EUR,card,completed,not_applicable
TXN-0001376,CUST-000306,2024-08-06T06:23:00,145.84,EUR,card,completed,not_applicable
TXN-0001377,CUST-000306,2024-09-10T06:23:00,1388.81,EUR,card,failed,recovered_retry
TXN-0001378,CUST-000307,2020-01-23T16:43:00,4397.91,GBP,card,completed,not_applicable
TXN-0001379,CUST-000307,2020-04-16T16:43:00,1399.96,GBP,bank_transfer,completed,not_applicable
TXN-0001380,CUST-000307,2020-05-06T16:43:00,9616.28,GBP,bank_transfer,failed,unrecovered
TXN-0001381,CUST-000307,2020-05-23T16:43:00,2461.08,GBP,bank_transfer,completed,not_applicable
TXN-0001382,CUST-000307,2020-07-16T16:43:00,469.41,GBP,bank_transfer,completed,not_applicable
TXN-0001383,CUST-000307,2020-11-03T16:43:00,2403.46,GBP,bank_transfer,completed,not_applicable
TXN-0001384,CUST-000307,2021-02-26T16:43:00,773.06,GBP,bank_transfer,completed,not_applicable
TXN-0001385,CUST-000308,2020-07-26T23:34:00,89.97,CAD,card,completed,not_applicable
TXN-0001386,CUST-000308,2020-09-14T23:34:00,7.95,CAD,card,completed,not_applicable
TXN-0001387,CUST-000308,2021-01-11T23:34:00,67.86,CAD,card,completed,not_applicable
TXN-0001388,CUST-000308,2021-04-25T23:34:00,106.15,CAD,card,completed,not_applicable
TXN-0001389,CUST-000308,2021-06-24T23:34:00,28.60,CAD,card,completed,not_applicable
TXN-0001390,CUST-000308,2021-09-08T23:34:00,80.54,CAD,card,completed,not_applicable
TXN-0001391,CUST-000308,2021-10-30T23:34:00,37.59,CAD,digital_wallet,completed,not_applicable
TXN-0001392,CUST-000309,2019-06-07T14:05:00,31.93,USD,card,failed,unrecovered
TXN-0001393,CUST-000309,2019-09-07T14:05:00,42.09,USD,card,completed,not_applicable
TXN-0001394,CUST-000309,2019-12-11T14:05:00,258.43,USD,card,completed,not_applicable
TXN-0001395,CUST-000309,2020-01-27T14:05:00,22.99,USD,card,completed,not_applicable
TXN-0001396,CUST-000309,2020-04-11T14:05:00,7.55,USD,bank_transfer,completed,not_applicable
TXN-0001397,CUST-000309,2020-05-28T14:05:00,40.78,USD,card,completed,not_applicable
TXN-0001398,CUST-000310,2023-01-30T01:11:00,29.59,GBP,card,failed,unrecovered
TXN-0001399,CUST-000310,2023-05-25T01:11:00,129.41,GBP,card,completed,not_applicable
TXN-0001400,CUST-000311,2020-04-18T08:31:00,58.87,INR,card,completed,not_applicable
TXN-0001401,CUST-000311,2020-06-01T08:31:00,71.41,INR,card,completed,not_applicable
TXN-0001402,CUST-000311,2020-09-29T08:31:00,89.32,INR,card,completed,not_applicable
TXN-0001403,CUST-000312,2020-01-19T02:35:00,43.54,INR,card,completed,not_applicable
TXN-0001404,CUST-000312,2020-04-22T02:35:00,69.32,INR,card,completed,not_applicable
TXN-0001405,CUST-000313,2023-11-04T03:32:00,116.14,USD,digital_wallet,completed,not_applicable
TXN-0001406,CUST-000313,2024-01-28T03:32:00,18.75,USD,card,completed,not_applicable
TXN-0001407,CUST-000314,2022-04-25T11:29:00,11.73,EUR,card,completed,not_applicable
TXN-0001408,CUST-000314,2022-06-27T11:29:00,66.13,EUR,card,completed,not_applicable
TXN-0001409,CUST-000314,2022-10-10T11:29:00,21.61,EUR,card,failed,unrecovered
TXN-0001410,CUST-000314,2022-10-21T11:29:00,99.45,EUR,card,failed,unrecovered
TXN-0001411,CUST-000314,2022-11-13T11:29:00,37.81,EUR,card,completed,not_applicable
TXN-0001412,CUST-000315,2020-04-21T13:40:00,28.79,GBP,card,completed,not_applicable
TXN-0001413,CUST-000315,2020-08-08T13:40:00,14.73,GBP,card,completed,not_applicable
TXN-0001414,CUST-000315,2020-09-30T13:40:00,30.53,GBP,card,completed,not_applicable
TXN-0001415,CUST-000315,2020-10-24T13:40:00,27.98,GBP,card,completed,not_applicable
TXN-0001416,CUST-000316,2023-12-13T10:28:00,18.72,USD,card,failed,unrecovered
TXN-0001417,CUST-000316,2024-01-30T10:28:00,49.22,USD,card,completed,not_applicable
TXN-0001418,CUST-000316,2024-05-01T10:28:00,56.20,USD,card,failed,unrecovered
TXN-0001419,CUST-000316,2024-08-14T10:28:00,33.90,USD,card,completed,not_applicable
TXN-0001420,CUST-000316,2024-09-30T10:28:00,53.79,USD,card,completed,not_applicable
TXN-0001421,CUST-000316,2024-12-03T10:28:00,20.98,USD,card,completed,not_applicable
TXN-0001422,CUST-000317,2021-02-19T09:05:00,1275.56,INR,card,completed,not_applicable
TXN-0001423,CUST-000317,2021-03-22T09:05:00,147.50,INR,card,completed,not_applicable
TXN-0001424,CUST-000318,2022-09-18T23:39:00,14494.10,EUR,digital_wallet,completed,not_applicable
TXN-0001425,CUST-000318,2022-11-24T23:39:00,2395.76,EUR,card,completed,not_applicable
TXN-0001426,CUST-000318,2023-01-26T23:39:00,1261.63,EUR,card,completed,not_applicable
TXN-0001427,CUST-000318,2023-05-23T23:39:00,38833.41,EUR,card,failed,recovered_review
TXN-0001428,CUST-000318,2023-07-20T23:39:00,1038.54,EUR,card,completed,not_applicable
TXN-0001429,CUST-000318,2023-09-14T23:39:00,13348.28,EUR,card,completed,not_applicable
TXN-0001430,CUST-000319,2022-04-27T21:00:00,245.21,USD,bank_transfer,completed,not_applicable
TXN-0001431,CUST-000319,2022-07-01T21:00:00,1588.40,USD,bank_transfer,completed,not_applicable
TXN-0001432,CUST-000319,2022-08-30T21:00:00,663.80,USD,bank_transfer,completed,not_applicable
TXN-0001433,CUST-000320,2022-04-23T23:31:00,20.00,EUR,digital_wallet,completed,not_applicable
TXN-0001434,CUST-000320,2022-07-21T23:31:00,100.10,EUR,digital_wallet,completed,not_applicable
TXN-0001435,CUST-000320,2022-11-01T23:31:00,168.13,EUR,digital_wallet,failed,recovered_review
TXN-0001436,CUST-000320,2022-12-26T23:31:00,142.21,EUR,digital_wallet,failed,unrecovered
TXN-0001437,CUST-000320,2023-03-05T23:31:00,60.80,EUR,digital_wallet,failed,unrecovered
TXN-0001438,CUST-000320,2023-06-12T23:31:00,96.82,EUR,digital_wallet,completed,not_applicable
TXN-0001439,CUST-000320,2023-09-04T23:31:00,36.92,EUR,digital_wallet,failed,unrecovered
TXN-0001440,CUST-000321,2020-12-04T18:26:00,65.16,CAD,card,failed,unrecovered
TXN-0001441,CUST-000321,2021-04-03T18:26:00,49.28,CAD,card,completed,not_applicable
TXN-0001442,CUST-000321,2021-07-10T18:26:00,36.76,CAD,card,completed,not_applicable
TXN-0001443,CUST-000321,2021-07-29T18:26:00,24.22,CAD,card,failed,unrecovered
TXN-0001444,CUST-000321,2021-08-11T18:26:00,77.57,CAD,card,completed,not_applicable
TXN-0001445,CUST-000321,2021-10-29T18:26:00,57.58,CAD,card,completed,not_applicable
TXN-0001446,CUST-000321,2021-12-12T18:26:00,49.92,CAD,card,completed,not_applicable
TXN-0001447,CUST-000322,2020-06-02T21:28:00,2347.87,USD,digital_wallet,failed,unrecovered
TXN-0001448,CUST-000322,2020-06-16T21:28:00,1286.41,USD,digital_wallet,completed,not_applicable
TXN-0001449,CUST-000322,2020-07-23T21:28:00,1146.89,USD,digital_wallet,completed,not_applicable
TXN-0001450,CUST-000322,2020-09-22T21:28:00,4163.30,USD,digital_wallet,completed,not_applicable
TXN-0001451,CUST-000323,2021-05-07T20:39:00,44.34,USD,card,failed,unrecovered
TXN-0001452,CUST-000323,2021-06-08T20:39:00,50.46,USD,card,completed,not_applicable
TXN-0001453,CUST-000323,2021-06-30T20:39:00,101.02,USD,card,completed,not_applicable
TXN-0001454,CUST-000323,2021-07-14T20:39:00,59.70,USD,card,completed,not_applicable
TXN-0001455,CUST-000323,2021-11-05T20:39:00,57.35,USD,card,completed,not_applicable
TXN-0001456,CUST-000323,2021-11-28T20:39:00,15.35,USD,card,completed,not_applicable
TXN-0001457,CUST-000323,2022-02-09T20:39:00,26.15,USD,card,completed,not_applicable
TXN-0001458,CUST-000324,2019-12-30T03:43:00,183.51,INR,card,completed,not_applicable
TXN-0001459,CUST-000324,2020-03-08T03:43:00,80.01,INR,card,completed,not_applicable
TXN-0001460,CUST-000324,2020-04-02T03:43:00,20.01,INR,digital_wallet,completed,not_applicable
TXN-0001461,CUST-000324,2020-05-04T03:43:00,29.91,INR,card,completed,not_applicable
TXN-0001462,CUST-000324,2020-05-22T03:43:00,50.60,INR,card,completed,not_applicable
TXN-0001463,CUST-000325,2020-01-23T10:53:00,2425.49,GBP,digital_wallet,completed,not_applicable
TXN-0001464,CUST-000325,2020-04-14T10:53:00,613.51,GBP,digital_wallet,completed,not_applicable
TXN-0001465,CUST-000325,2020-06-02T10:53:00,664.20,GBP,digital_wallet,completed,not_applicable
TXN-0001466,CUST-000325,2020-09-14T10:53:00,446.71,GBP,digital_wallet,completed,not_applicable
TXN-0001467,CUST-000325,2020-12-09T10:53:00,436.29,GBP,card,completed,not_applicable
TXN-0001468,CUST-000326,2024-04-28T00:37:00,450.55,EUR,card,completed,not_applicable
TXN-0001469,CUST-000326,2024-05-26T00:37:00,340.56,EUR,card,completed,not_applicable
TXN-0001470,CUST-000326,2024-07-08T00:37:00,1582.03,EUR,card,completed,not_applicable
TXN-0001471,CUST-000326,2024-10-21T00:37:00,206.41,EUR,card,completed,not_applicable
TXN-0001472,CUST-000327,2024-03-20T21:27:00,435.52,USD,card,completed,not_applicable
