customer_id,signup_date,customer_segment,country,preferred_payment_method
CUST-000594,2020-11-06,enterprise,DE,card
CUST-000595,2023-05-28,retail,US,card
CUST-000596,2020-11-13,smb,GB,card
CUST-000597,2022-08-19,retail,DE,digital_wallet
CUST-000598,2021-09-23,retail,DE,bank_transfer
CUST-000599,2019-05-10,smb,DE,card
CUST-000600,2020-11-22,smb,US,card
CUST-000601,2019-11-02,smb,US,card
CUST-000602,2019-01-30,retail,US,card
CUST-000603,2019-08-06,retail,DE,card
CUST-000604,2021-04-03,retail,AU,card
CUST-000605,2020-11-18,retail,US,digital_wallet
CUST-000606,2019-10-01,retail,IN,card
CUST-000607,2023-12-22,retail,IN,digital_wallet
CUST-000608,2020-05-04,enterprise,DE,card
CUST-000609,2020-12-13,retail,DE,card
CUST-000610,2022-07-06,smb,US,card
CUST-000611,2022-10-04,enterprise,US,card
CUST-000612,2019-03-01,retail,US,digital_wallet
CUST-000613,2020-10-29,retail,US,card
CUST-000614,2021-06-11,retail,CA,card
CUST-000615,2020-02-19,retail,US,card
CUST-000616,2020-03-26,smb,DE,digital_wallet
CUST-000617,2021-09-28,smb,US,card
CUST-000618,2024-03-14,retail,US,card
CUST-000619,2021-09-08,smb,IN,card
CUST-000620,2020-03-22,retail,US,card
CUST-000621,2023-03-11,retail,AU,card
CUST-000622,2022-11-15,retail,US,card
CUST-000623,2023-02-15,enterprise,GB,digital_wallet
CUST-000624,2021-01-20,retail,DE,card
CUST-000625,2021-09-06,smb,IN,digital_wallet
CUST-000626,2021-10-28,smb,US,card
CUST-000627,2022-10-21,smb,CA,card
CUST-000628,2019-06-28,retail,CA,card
CUST-000629,2023-11-27,retail,AU,card
CUST-000630,2023-02-19,smb,US,card
CUST-000631,2020-12-03,smb,IN,card
CUST-000632,2024-01-14,smb,US,card
CUST-000633,2024-03-07,retail,GB,card
CUST-000634,2022-03-22,retail,US,card
CUST-000635,2022-01-10,enterprise,GB,card
CUST-000636,2022-01-23,enterprise,US,bank_transfer
CUST-000637,2024-02-01,enterprise,US,card
CUST-000638,2021-01-01,retail,US,card
CUST-000639,2022-10-07,enterprise,AU,card
CUST-000640,2021-03-25,retail,CA,card
CUST-000641,2021-06-28,smb,GB,card
CUST-000642,2023-09-08,retail,US,card
CUST-000643,2023-03-29,retail,US,card
CUST-000644,2020-02-13,retail,US,card
CUST-000645,2021-08-07,retail,IN,card
CUST-000646,2020-08-12,retail,GB,bank_transfer
CUST-000647,2022-03-04,retail,US,bank_transfer
CUST-000648,2022-11-20,retail,US,card
CUST-000649,2022-01-18,retail,US,digital_wallet
CUST-000650,2020-12-21,smb,US,card
CUST-000651,2020-01-21,smb,DE,bank_transfer
CUST-000652,2021-05-04,retail,US,digital_wallet
CUST-000653,2023-12-28,enterprise,GB,digital_wallet
CUST-000654,2022-11-22,retail,US,card
CUST-000655,2019-03-29,retail,US,bank_transfer
CUST-000656,2019-01-22,smb,IN,digital_wallet
CUST-000657,2024-04-27,retail,US,digital_wallet
CUST-000658,2023-04-13,retail,US,card
CUST-000659,2022-12-20,retail,IN,card
CUST-000660,2023-04-09,enterprise,US,card
CUST-000661,2020-11-02,retail,US,card
CUST-000662,2023-10-18,retail,CA,digital_wallet
CUST-000663,2021-12-06,smb,US,card
CUST-000664,2019-05-13,retail,US,card
CUST-000665,2023-04-16,smb,DE,card
CUST-000666,2021-04-08,enterprise,GB,card
CUST-000667,2019-03-02,retail,US,card
CUST-000668,2019-06-06,smb,GB,card
CUST-000669,2023-07-16,smb,GB,digital_wallet
CUST-000670,2021-02-09,retail,US,card
CUST-000671,2020-10-01,smb,GB,card
CUST-000672,2023-10-16,retail,US,card
CUST-000673,2019-05-06,retail,US,digital_wallet
CUST-000674,2022-09-16,retail,US,card
CUST-000675,2022-01-07,retail,GB,digital_wallet
CUST-000676,2023-07-14,retail,IN,card
CUST-000677,2024-06-08,retail,GB,digital_wallet
CUST-000678,2022-03-20,retail,US,bank_transfer
CUST-000679,2020-03-05,retail,US,digital_wallet
CUST-000680,2020-05-29,smb,GB,digital_wallet
CUST-000681,2023-03-01,enterprise,US,card
CUST-000682,2021-08-05,retail,US,bank_transfer
CUST-000683,2023-08-14,retail,US,bank_transfer
CUST-000684,2020-09-27,retail,DE,card
CUST-000685,2019-12-27,smb,US,bank_transfer
CUST-000686,2019-05-11,enterprise,GB,card
CUST-000687,2024-03-25,retail,IN,card
CUST-000688,2023-05-03,smb,US,card
CUST-000689,2019-12-25,retail,US,card
CUST-000690,2022-01-22,retail,IN,digital_wallet
CUST-000691,2022-05-25,retail,IN,digital_wallet
CUST-000692,2022-08-01,enterprise,US,digital_wallet
CUST-000693,2021-03-15,enterprise,CA,card
CUST-000694,2023-07-22,smb,GB,card
CUST-000695,2023-09-19,retail,GB,digital_wallet
CUST-000696,2023-02-02,smb,IN,card
CUST-000697,2019-10-06,retail,US,card
CUST-000698,2022-08-22,smb,IN,bank_transfer
CUST-000699,2022-11-08,retail,US,card
CUST-000700,2022-03-14,retail,CA,digital_wallet
CUST-000701,2021-04-01,smb,DE,card
CUST-000702,2023-05-03,enterprise,GB,bank_transfer
CUST-000703,2020-08-12,smb,US,card
CUST-000704,2020-01-05,retail,US,card
CUST-000705,2021-07-27,retail,GB,digital_wallet
CUST-000706,2022-05-08,retail,US,card
CUST-000707,2020-09-11,enterprise,IN,card
CUST-000708,2020-11-25,smb,US,card
CUST-000709,2023-11-21,enterprise,US,card
CUST-000710,2019-12-04,retail,AU,digital_wallet
CUST-000711,2019-03-15,retail,US,card
CUST-000712,2022-02-22,retail,GB,digital_wallet
CUST-000713,2020-07-12,retail,IN,card
CUST-000714,2020-05-19,smb,IN,digital_wallet
CUST-000715,2024-05-02,retail,US,card
CUST-000716,2022-09-09,retail,AU,bank_transfer
CUST-000717,2022-03-11,retail,CA,digital_wallet
CUST-000718,2019-07-09,retail,US,digital_wallet
CUST-000719,2020-08-06,smb,AU,card
CUST-000720,2022-05-20,retail,IN,digital_wallet
CUST-000721,2021-05-16,retail,GB,card
CUST-000722,2022-10-17,retail,IN,card
CUST-000723,2024-02-01,smb,US,digital_wallet
CUST-000724,2022-02-02,retail,US,card
CUST-000725,2020-06-05,retail,IN,card
CUST-000726,2020-10-04,retail,GB,bank_transfer
CUST-000727,2022-05-22,retail,IN,card
CUST-000728,2021-04-09,smb,AU,card
CUST-000729,2022-11-14,smb,IN,card
CUST-000730,2019-02-24,retail,DE,card
CUST-000731,2021-08-07,retail,GB,card
CUST-000732,2021-07-09,retail,US,card
CUST-000733,2022-02-09,enterprise,US,card
CUST-000734,2020-04-19,smb,GB,card
CUST-000735,2021-10-10,smb,DE,card
CUST-000736,2021-11-05,retail,CA,card
CUST-000737,2022-12-27,retail,GB,digital_wallet
CUST-000738,2019-06-26,smb,US,card
CUST-000739,2021-01-01,smb,US,digital_wallet
CUST-000740,2022-02-24,retail,US,card
CUST-000741,2022-11-14,smb,DE,card
CUST-000742,2019-07-28,smb,US,card
CUST-000743,2021-06-23,smb,GB,digital_wallet
CUST-000744,2024-06-08,retail,IN,card
CUST-000745,2023-03-26,retail,DE,card
CUST-000746,2024-02-24,retail,GB,digital_wallet
CUST-000747,2019-06-23,retail,GB,digital_wallet
CUST-000748,2024-06-30,smb,IN,card
CUST-000749,2023-03-02,retail,US,digital_wallet
CUST-000750,2023-12-23,retail,IN,bank_transfer
CUST-000751,2020-09-09,retail,GB,card
CUST-000752,2020-11-28,smb,US,card
CUST-000753,2021-10-31,retail,US,card
CUST-000754,2020-09-02,retail,US,card
CUST-000755,2022-09-24,retail,DE,card
CUST-000756,2021-11-30,smb,US,card
CUST-000757,2021-04-23,retail,US,digital_wallet
CUST-000758,2021-11-28,smb,CA,card
CUST-000759,2021-07-26,retail,IN,digital_wallet
CUST-000760,2021-01-26,enterprise,US,digital_wallet
CUST-000761,2020-09-16,enterprise,US,card
CUST-000762,2023-12-26,retail,US,bank_transfer
CUST-000763,2020-09-26,retail,CA,digital_wallet
CUST-000764,2021-08-01,smb,IN,card
CUST-000765,2024-01-18,retail,GB,digital_wallet
CUST-000766,2022-03-17,smb,IN,card
CUST-000767,2021-12-04,retail,GB,digital_wallet
CUST-000768,2023-12-23,retail,US,card
CUST-000769,2019-07-06,retail,US,card
CUST-000770,2019-12-13,retail,AU,card
CUST-000771,2020-06-12,retail,IN,card
CUST-000772,2021-02-27,enterprise,US,card
CUST-000773,2022-04-15,smb,US,card
CUST-000774,2020-02-21,smb,US,card
CUST-000775,2024-05-22,smb,US,digital_wallet
CUST-000776,2022-07-18,retail,IN,card
CUST-000777,2023-08-28,retail,DE,card
CUST-000778,2020-12-02,smb,AU,bank_transfer
CUST-000779,2020-11-03,retail,IN,card
CUST-000780,2024-01-08,smb,GB,card
CUST-000781,2023-07-30,smb,IN,card
CUST-000782,2021-06-29,retail,IN,digital_wallet
CUST-000783,2023-07-14,smb,US,card
CUST-000784,2020-02-06,enterprise,DE,card
CUST-000785,2022-10-08,smb,DE,card
CUST-000786,2021-12-07,smb,US,digital_wallet
CUST-000787,2022-08-24,retail,CA,card
CUST-000788,2023-04-04,retail,IN,card
CUST-000789,2023-12-08,retail,US,bank_transfer
CUST-000790,2020-09-28,retail,DE,card
CUST-000791,2024-05-17,retail,US,card
CUST-000792,2019-06-25,enterprise,CA,card
CUST-000793,2019-04-23,retail,DE,card
CUST-000794,2023-03-21,retail,CA,digital_wallet
CUST-000795,2019-07-27,retail,CA,digital_wallet
CUST-000796,2019-05-19,retail,IN,digital_wallet
CUST-000797,2020-01-16,retail,IN,card
CUST-000798,2023-12-18,retail,US,card
CUST-000799,2019-10-24,retail,GB,digital_wallet
CUST-000800,2023-05-28,retail,US,card
CUST-000801,2020-11-18,smb,GB,card
CUST-000802,2023-02-13,smb,IN,digital_wallet
CUST-000803,2019-10-19,retail,US,card
CUST-000804,2020-11-26,smb,US,card
CUST-000805,2020-11-24,enterprise,US,card
CUST-000806,2019-05-14,retail,CA,card
CUST-000807,2022-07-26,retail,US,card
CUST-000808,2023-06-18,retail,US,card
CUST-000809,2022-06-13,retail,GB,digital_wallet
CUST-000810,2021-02-04,retail,GB,digital_wallet
CUST-000811,2020-02-29,retail,US,digital_wallet
CUST-000812,2021-02-05,retail,US,digital_wallet
CUST-000813,2020-11-19,retail,GB,card
CUST-000814,2022-08-14,retail,CA,card
CUST-000815,2019-08-31,retail,US,card
CUST-000816,2020-07-16,retail,DE,card
CUST-000817,2020-07-31,smb,IN,card
CUST-000818,2023-04-08,enterprise,CA,card
CUST-000819,2021-08-17,smb,GB,digital_wallet
CUST-000820,2021-07-10,smb,US,card
CUST-000821,2020-12-27,retail,GB,bank_transfer
CUST-000822,2019-11-11,enterprise,AU,card
CUST-000823,2020-11-04,retail,GB,digital_wallet
CUST-000824,2021-09-27,retail,US,digital_wallet
CUST-000825,2021-01-24,retail,US,digital_wallet
CUST-000826,2019-05-21,retail,CA,card
CUST-000827,2022-03-23,enterprise,DE,card
CUST-000828,2021-03-28,smb,US,card
CUST-000829,2020-12-11,smb,IN,card
CUST-000830,2023-02-10,retail,US,bank_transfer
CUST-000831,2019-11-20,retail,DE,card
CUST-000832,2023-04-10,retail,AU,card
CUST-000833,2021-11-02,retail,US,card
CUST-000834,2019-03-19,retail,US,digital_wallet
CUST-000835,2020-05-11,smb,GB,card
CUST-000836,2019-09-12,retail,US,card
CUST-000837,2019-03-12,smb,GB,card
CUST-000838,2019-07-30,retail,US,card
CUST-000839,2021-05-13,retail,US,digital_wallet
CUST-000840,2022-09-22,retail,US,card
CUST-000841,2022-01-14,retail,GB,card
CUST-000842,2022-09-09,smb,DE,card
CUST-000843,2019-07-28,smb,IN,digital_wallet
CUST-000844,2021-03-06,smb,AU,bank_transfer
CUST-000845,2021-09-14,retail,US,digital_wallet
CUST-000846,2019-01-28,retail,DE,digital_wallet
CUST-000847,2021-02-06,retail,US,card
CUST-000848,2019-03-23,retail,AU,card
CUST-000849,2022-01-09,retail,CA,digital_wallet
CUST-000850,2019-05-13,smb,US,card
CUST-000851,2023-08-30,smb,US,card
CUST-000852,2022-05-25,retail,US,card
CUST-000853,2021-03-26,retail,GB,card
CUST-000854,2019-06-20,smb,CA,card
CUST-000855,2021-02-07,retail,GB,card
CUST-000856,2023-02-04,smb,GB,digital_wallet
CUST-000857,2019-03-21,enterprise,US,digital_wallet
CUST-000858,2020-12-14,retail,GB,bank_transfer
CUST-000859,2019-03-12,enterprise,US,bank_transfer
CUST-000860,2019-10-29,retail,DE,digital_wallet
CUST-000861,2021-03-25,smb,AU,card
CUST-000862,2023-12-21,retail,US,card
CUST-000863,2023-03-14,retail,IN,bank_transfer
CUST-000864,2021-05-05,retail,IN,bank_transfer
CUST-000865,2024-04-26,retail,DE,card
CUST-000866,2023-11-21,retail,DE,card
CUST-000867,2020-12-01,retail,US,card
CUST-000868,2021-02-08,smb,AU,digital_wallet
CUST-000869,2023-12-29,retail,US,card
CUST-000870,2019-02-22,smb,CA,card
CUST-000871,2021-08-31,retail,IN,card
CUST-000872,2021-09-19,retail,DE,card
CUST-000873,2019-10-21,smb,CA,digital_wallet
CUST-000874,2022-01-28,enterprise,GB,digital_wallet
CUST-000875,2024-04-17,smb,US,card
CUST-000876,2021-09-02,enterprise,IN,bank_transfer
CUST-000877,2020-04-03,enterprise,IN,card
CUST-000878,2022-08-08,smb,AU,card
CUST-000879,2022-04-27,enterprise,IN,card
CUST-000880,2023-10-01,retail,GB,digital_wallet
CUST-000881,2019-10-29,smb,US,bank_transfer
CUST-000882,2019-09-10,retail,IN,card
CUST-000883,2024-03-28,smb,IN,card
CUST-000884,2022-09-12,enterprise,US,card
CUST-000885,2019-05-28,retail,US,bank_transfer
CUST-000886,2022-04-03,smb,US,digital_wallet
CUST-000887,2024-01-12,retail,US,bank_transfer
CUST-000888,2023-10-25,retail,AU,card
CUST-000889,2024-06-09,retail,IN,card
CUST-000890,2023-03-07,retail,IN,digital_wallet
CUST-000891,2022-08-30,retail,US,card
CUST-000892,2022-03-18,retail,IN,card
CUST-000893,2019-09-14,retail,US,digital_wallet
CUST-000894,2022-01-03,smb,GB,card
CUST-000895,2020-02-29,enterprise,CA,card
CUST-000896,2019-11-27,retail,US,digital_wallet
CUST-000897,2024-04-20,retail,IN,bank_transfer
CUST-000898,2020-12-22,smb,GB,bank_transfer
CUST-000899,2022-02-04,retail,US,card
CUST-000900,2021-03-30,retail,CA,bank_transfer
CUST-000901,2022-07-20,smb,US,card
CUST-000902,2023-06-02,retail,US,card
CUST-000903,2022-08-04,retail,CA,digital_wallet
CUST-000904,2020-03-31,retail,US,digital_wallet
CUST-000905,2021-12-19,retail,DE,card
CUST-000906,2020-01-06,retail,IN,digital_wallet
CUST-000907,2019-01-20,smb,IN,bank_transfer
CUST-000908,2022-10-20,smb,IN,card
CUST-000909,2024-04-12,smb,CA,card
CUST-000910,2022-07-23,retail,IN,digital_wallet
CUST-000911,2023-11-26,retail,CA,bank_transfer
CUST-000912,2021-12-26,smb,GB,card
CUST-000913,2020-05-15,enterprise,IN,digital_wallet
CUST-000914,2023-04-14,retail,US,card
CUST-000915,2021-02-03,enterprise,US,bank_transfer
CUST-000916,2020-06-26,retail,IN,card
CUST-000917,2019-03-14,enterprise,CA,digital_wallet
CUST-000918,2021-04-03,retail,US,card
CUST-000919,2019-11-15,smb,US,card
CUST-000920,2021-06-17,smb,GB,card
CUST-000921,2021-05-12,smb,CA,card
CUST-000922,2022-01-31,retail,IN,card
CUST-000923,2023-08-18,retail,US,card
CUST-000924,2022-10-21,smb,GB,card
CUST-000925,2022-06-18,retail,GB,card
CUST-000926,2020-02-11,retail,IN,card
CUST-000927,2019-11-01,retail,US,card
CUST-000928,2020-09-19,smb,AU,card
CUST-000929,2021-01-14,retail,US,card
CUST-000930,2024-02-04,smb,GB,card
CUST-000931,2023-04-27,smb,US,bank_transfer
CUST-000932,2020-03-06,retail,US,card
CUST-000933,2024-04-12,retail,US,bank_transfer
CUST-000934,2022-02-01,smb,CA,digital_wallet
CUST-000935,2019-08-29,enterprise,US,card
CUST-000936,2019-09-22,retail,AU,card
CUST-000937,2021-11-17,enterprise,US,digital_wallet
CUST-000938,2019-11-24,retail,DE,card
CUST-000939,2023-10-12,retail,IN,card
CUST-000940,2023-12-15,retail,US,digital_wallet
CUST-000941,2022-08-21,retail,DE,card
CUST-000942,2022-06-06,retail,AU,card
CUST-000943,2019-02-02,retail,AU,digital_wallet
CUST-000944,2023-11-17,smb,DE,card
CUST-000945,2021-03-20,retail,US,bank_transfer
CUST-000946,2022-08-19,retail,US,digital_wallet
CUST-000947,2021-07-20,enterprise,AU,card
CUST-000948,2019-02-12,retail,US,digital_wallet
CUST-000949,2022-05-13,retail,AU,digital_wallet
CUST-000950,2021-09-10,smb,CA,digital_wallet
CUST-000951,2022-01-18,retail,IN,card
CUST-000952,2019-02-19,retail,US,card
CUST-000953,2024-01-21,retail,US,card
CUST-000954,2024-01-09,retail,US,card
CUST-000955,2023-11-28,retail,CA,bank_transfer
CUST-000956,2021-03-10,retail,IN,digital_wallet
CUST-000957,2023-04-21,retail,US,card
CUST-000958,2022-09-01,enterprise,US,card
CUST-000959,2023-01-04,retail,DE,bank_transfer
CUST-000960,2019-02-05,retail,GB,card
CUST-000961,2023-09-07,smb,AU,digital_wallet
CUST-000962,2019-02-23,smb,GB,card
CUST-000963,2019-10-28,retail,US,card
CUST-000964,2020-09-05,retail,IN,card
CUST-000965,2019-11-25,retail,IN,bank_transfer
CUST-000966,2019-11-18,retail,US,card
CUST-000967,2023-08-12,smb,DE,digital_wallet
CUST-000968,2019-12-04,retail,US,card
CUST-000969,2020-05-05,retail,GB,card
CUST-000970,2019-03-08,retail,US,card
CUST-000971,2021-10-21,retail,IN,bank_transfer
CUST-000972,2019-11-04,retail,IN,card
CUST-000973,2020-04-19,smb,IN,bank_transfer
CUST-000974,2022-08-27,retail,IN,card
CUST-000975,2020-05-04,retail,DE,card
CUST-000976,2020-10-04,retail,US,card
CUST-000977,2021-08-27,enterprise,IN,card
CUST-000978,2022-06-23,enterprise,US,card
CUST-000979,2022-10-29,retail,AU,card
CUST-000980,2021-02-08,retail,US,card
CUST-000981,2024-01-18,smb,US,card
CUST-000982,2022-05-22,retail,IN,card
CUST-000983,2022-05-16,smb,US,digital_wallet
CUST-000984,2019-10-18,retail,GB,card
CUST-000985,2021-08-31,retail,IN,digital_wallet
CUST-000986,2024-01-05,retail,US,bank_transfer
CUST-000987,2019-11-05,smb,CA,card
CUST-000988,2021-07-11,enterprise,CA,card
CUST-000989,2022-11-27,retail,US,card
CUST-000990,2023-07-25,retail,US,card
CUST-000991,2021-05-22,retail,IN,card
CUST-000992,2021-02-20,retail,IN,bank_transfer
CUST-000993,2019-07-03,smb,DE,card
CUST-000994,2022-04-05,smb,IN,digital_wallet
CUST-000995,2024-04-30,retail,AU,digital_wallet
CUST-000996,2020-08-03,retail,IN,card
CUST-000997,2021-11-28,smb,DE,card
CUST-000998,2019-09-21,enterprise,US,bank_transfer
CUST-000999,2019-09-16,retail,DE,digital_wallet
CUST-001000,2020-02-22,retail,US,card
CUST-001001,2022-03-17,retail,IN,card
CUST-001002,2020-08-31,retail,IN,bank_transfer
CUST-001003,2019-09-09,retail,US,digital_wallet
CUST-001004,2019-05-31,retail,DE,card
CUST-001005,2020-09-03,retail,US,card
CUST-001006,2019-11-21,retail,US,card
CUST-001007,2019-03-02,retail,US,bank_transfer
CUST-001008,2023-03-07,smb,GB,digital_wallet
CUST-001009,2024-05-23,retail,DE,digital_wallet
CUST-001010,2021-05-17,retail,US,card
CUST-001011,2023-08-06,retail,US,card
CUST-001012,2024-05-30,retail,US,card
CUST-001013,2021-01-31,retail,IN,card
CUST-001014,2021-12-15,retail,DE,bank_transfer
CUST-001015,2022-10-29,smb,US,card
CUST-001016,2020-10-31,retail,US,card
CUST-001017,2019-09-26,smb,GB,digital_wallet
CUST-001018,2023-07-02,retail,US,card
CUST-001019,2020-09-03,smb,GB,digital_wallet
CUST-001020,2019-04-08,smb,US,digital_wallet
CUST-001021,2023-07-22,retail,CA,digital_wallet
CUST-001022,2019-12-15,enterprise,DE,card
CUST-001023,2022-07-28,retail,US,card
CUST-001024,2020-04-07,retail,IN,bank_transfer
CUST-001025,2022-11-24,retail,AU,card
CUST-001026,2020-03-03,smb,IN,card
CUST-001027,2024-02-21,retail,AU,digital_wallet
CUST-001028,2020-09-21,enterprise,DE,card
CUST-001029,2020-06-30,retail,IN,card
CUST-001030,2019-04-19,retail,US,card
CUST-001031,2021-11-28,retail,IN,card
CUST-001032,2020-04-08,smb,IN,card
CUST-001033,2019-12-17,smb,US,card
CUST-001034,2021-09-03,smb,CA,bank_transfer
CUST-001035,2024-05-24,retail,GB,card
CUST-001036,2022-05-01,retail,GB,card
CUST-001037,2020-08-18,smb,GB,card
CUST-001038,2023-02-13,retail,GB,bank_transfer
CUST-001039,2021-11-26,smb,CA,digital_wallet
CUST-001040,2021-10-16,retail,DE,bank_transfer
CUST-001041,2022-07-07,smb,CA,card
CUST-001042,2021-03-11,retail,CA,card
CUST-001043,2023-06-12,smb,US,digital_wallet
CUST-001044,2022-07-01,retail,US,card
CUST-001045,2019-09-10,retail,US,card
CUST-001046,2023-04-24,retail,AU,bank_transfer
CUST-001047,2020-05-24,smb,DE,card
CUST-001048,2022-02-28,retail,CA,digital_wallet
CUST-001049,2020-09-16,retail,DE,card
CUST-001050,2021-06-24,smb,GB,bank_transfer
CUST-001051,2023-05-31,retail,GB,card
CUST-001052,2021-04-05,smb,GB,digital_wallet
CUST-001053,2023-08-11,retail,GB,card
CUST-001054,2023-02-25,enterprise,US,digital_wallet
CUST-001055,2023-07-08,retail,IN,card
CUST-001056,2021-08-28,retail,GB,card
CUST-001057,2023-10-03,retail,IN,bank_transfer
CUST-001058,2023-08-04,smb,US,card
CUST-001059,2022-04-20,retail,IN,card
CUST-001060,2021-07-25,retail,US,card
CUST-001061,2020-12-27,enterprise,GB,bank_transfer
CUST-001062,2021-03-10,retail,US,card
CUST-001063,2024-03-06,retail,CA,card
CUST-001064,2023-05-08,smb,US,bank_transfer
CUST-001065,2020-04-19,retail,US,digital_wallet
CUST-001066,2020-04-29,retail,CA,bank_transfer
CUST-001067,2021-06-23,smb,DE,digital_wallet
CUST-001068,2022-03-21,retail,US,card
CUST-001069,2023-06-06,retail,DE,card
CUST-001070,2019-05-28,retail,IN,digital_wallet
CUST-001071,2021-10-22,retail,DE,card
CUST-001072,2019-06-10,retail,GB,card
CUST-001073,2020-08-16,enterprise,US,bank_transfer
CUST-001074,2023-10-14,retail,DE,card
CUST-001075,2020-06-22,smb,US,card
CUST-001076,2024-02-12,smb,US,card
CUST-001077,2024-04-22,retail,IN,card
CUST-001078,2023-11-30,enterprise,US,card
CUST-001079,2023-02-20,retail,GB,card
CUST-001080,2019-08-30,smb,AU,card
CUST-001081,2020-04-10,retail,IN,digital_wallet
CUST-001082,2020-10-05,retail,IN,card
CUST-001083,2020-05-27,enterprise,US,bank_transfer
CUST-001084,2021-01-21,smb,US,bank_transfer
CUST-001085,2024-01-19,retail,AU,card
CUST-001086,2022-02-06,retail,US,digital_wallet
CUST-001087,2019-03-11,retail,DE,card
CUST-001088,2021-02-22,retail,US,card
CUST-001089,2020-12-13,enterprise,CA,digital_wallet
CUST-001090,2019-02-26,retail,IN,card
CUST-001091,2021-03-05,enterprise,CA,card
CUST-001092,2020-06-16,retail,US,bank_transfer
CUST-001093,2022-01-16,retail,DE,card
CUST-001094,2019-01-26,retail,DE,card
CUST-001095,2024-06-01,retail,DE,card
CUST-001096,2020-06-15,smb,US,card
CUST-001097,2022-04-02,retail,DE,card
CUST-001098,2019-04-02,smb,US,card
CUST-001099,2023-08-12,smb,US,card
CUST-001100,2024-01-12,smb,GB,digital_wallet
CUST-001101,2023-07-13,retail,IN,bank_transfer
CUST-001102,2022-09-07,smb,US,digital_wallet
CUST-001103,2022-03-22,smb,IN,card
CUST-001104,2021-12-01,retail,US,digital_wallet
CUST-001105,2021-07-22,retail,AU,bank_transfer
CUST-001106,2021-09-18,smb,GB,card
CUST-001107,2019-10-10,smb,IN,card
CUST-001108,2023-12-11,smb,CA,digital_wallet
CUST-001109,2023-03-02,retail,CA,digital_wallet
CUST-001110,2021-03-05,enterprise,US,card
CUST-001111,2022-04-26,smb,US,bank_transfer
CUST-001112,2023-04-01,retail,US,card
CUST-001113,2022-04-30,retail,IN,card
CUST-001114,2020-04-20,retail,US,card
CUST-001115,2020-10-14,smb,AU,card
CUST-001116,2020-08-12,retail,GB,digital_wallet
CUST-001117,2022-09-26,retail,US,card
CUST-001118,2022-01-06,smb,US,digital_wallet
CUST-001119,2021-12-02,retail,GB,digital_wallet
CUST-001120,2024-06-06,retail,US,digital_wallet
CUST-001121,2021-11-16,smb,US,bank_transfer
CUST-001122,2023-09-12,smb,US,card
CUST-001123,2023-07-25,retail,GB,card
CUST-001124,2021-06-08,retail,DE,card
CUST-001125,2022-07-30,retail,GB,digital_wallet
CUST-001126,2022-07-14,retail,US,card
CUST-001127,2024-06-08,retail,US,card
CUST-001128,2023-09-17,smb,GB,card
CUST-001129,2019-05-05,retail,US,bank_transfer
CUST-001130,2021-09-21,smb,US,digital_wallet
CUST-001131,2022-07-04,retail,AU,card
CUST-001132,2023-05-18,smb,CA,digital_wallet
CUST-001133,2019-11-18,smb,US,bank_transfer
CUST-001134,2020-05-24,enterprise,US,card
CUST-001135,2020-09-09,retail,DE,bank_transfer
CUST-001136,2023-08-03,smb,US,card
CUST-001137,2023-08-28,retail,CA,card
CUST-001138,2021-05-20,retail,US,card
CUST-001139,2019-07-10,retail,GB,card
CUST-001140,2023-01-30,retail,US,card
CUST-001141,2021-01-27,retail,US,card
CUST-001142,2024-04-13,retail,US,card
CUST-001143,2023-04-21,retail,GB,bank_transfer
CUST-001144,2020-07-03,smb,IN,digital_wallet
CUST-001145,2021-11-19,retail,IN,bank_transfer
CUST-001146,2020-02-09,retail,AU,card
CUST-001147,2022-01-25,retail,US,card
CUST-001148,2023-12-27,retail,IN,card
CUST-001149,2020-05-29,retail,US,card
CUST-001150,2020-01-03,retail,US,digital_wallet
CUST-001151,2019-05-06,smb,DE,card
CUST-001152,2021-01-22,smb,GB,card
CUST-001153,2020-07-27,retail,DE,card
CUST-001154,2022-05-23,retail,IN,digital_wallet
CUST-001155,2019-07-07,enterprise,DE,card
CUST-001156,2023-04-06,retail,DE,card
CUST-001157,2023-12-14,smb,US,card
CUST-001158,2022-11-24,smb,IN,card
CUST-001159,2022-10-04,retail,GB,card
CUST-001160,2022-04-15,retail,US,card
CUST-001161,2021-09-07,retail,AU,bank_transfer
CUST-001162,2021-08-22,enterprise,DE,card
CUST-001163,2019-11-10,smb,US,digital_wallet
CUST-001164,2020-07-22,enterprise,US,card
CUST-001165,2024-01-29,enterprise,IN,card
CUST-001166,2019-10-30,smb,US,card
CUST-001167,2023-09-12,enterprise,US,card
CUST-001168,2019-06-30,retail,US,bank_transfer
CUST-001169,2020-03-21,smb,GB,digital_wallet
CUST-001170,2023-03-11,smb,US,card
CUST-001171,2020-01-21,retail,US,digital_wallet
CUST-001172,2023-05-01,smb,GB,card
CUST-001173,2020-03-07,enterprise,GB,card
CUST-001174,2021-11-17,smb,US,card
CUST-001175,2022-04-16,retail,DE,bank_transfer
CUST-001176,2019-11-22,retail,US,card
CUST-001177,2021-07-23,retail,IN,bank_transfer
CUST-001178,2021-04-01,retail,AU,digital_wallet
CUST-001179,2024-03-03,retail,DE,bank_transfer
CUST-001180,2019-10-17,smb,GB,card
CUST-001181,2020-04-28,smb,GB,bank_transfer
CUST-001182,2021-03-18,smb,CA,bank_transfer
CUST-001183,2023-04-12,enterprise,US,card
CUST-001184,2020-12-11,retail,IN,card
