failure_id,attempt_id,transaction_id,customer_id,failed_at,failure_reason,processor_response_code
FAIL-0001079,ATT-0005319,TXN-0004575,CUST-000995,2024-08-28T20:13:00,insufficient_funds,51
FAIL-0001080,ATT-0005320,TXN-0004575,CUST-000995,2024-08-30T20:13:00,insufficient_funds,51
FAIL-0001081,ATT-0005321,TXN-0004575,CUST-000995,2024-09-05T20:13:00,insufficient_funds,51
FAIL-0001082,ATT-0005330,TXN-0004584,CUST-000997,2022-01-16T19:27:00,insufficient_funds,51
FAIL-0001083,ATT-0005331,TXN-0004584,CUST-000997,2022-01-18T19:27:00,insufficient_funds,51
FAIL-0001084,ATT-0005332,TXN-0004584,CUST-000997,2022-01-21T19:27:00,insufficient_funds,51
FAIL-0001085,ATT-0005334,TXN-0004586,CUST-000997,2022-04-14T19:58:00,bank_unavailable,96
FAIL-0001086,ATT-0005335,TXN-0004586,CUST-000997,2022-04-16T19:58:00,bank_unavailable,96
FAIL-0001087,ATT-0005336,TXN-0004586,CUST-000997,2022-04-20T19:58:00,bank_unavailable,96
FAIL-0001088,ATT-0005342,TXN-0004592,CUST-000999,2019-09-25T15:30:00,insufficient_funds,51
FAIL-0001089,ATT-0005344,TXN-0004593,CUST-000999,2020-01-05T13:47:00,insufficient_funds,51
FAIL-0001090,ATT-0005347,TXN-0004595,CUST-001000,2020-03-09T09:15:00,insufficient_funds,51
FAIL-0001091,ATT-0005348,TXN-0004595,CUST-001000,2020-03-12T09:15:00,insufficient_funds,51
FAIL-0001092,ATT-0005349,TXN-0004595,CUST-001000,2020-03-17T09:15:00,insufficient_funds,51
FAIL-0001093,ATT-0005352,TXN-0004598,CUST-001000,2020-11-07T09:34:00,invalid_payment_method,14
FAIL-0001094,ATT-0005353,TXN-0004598,CUST-001000,2020-11-08T09:34:00,invalid_payment_method,14
FAIL-0001095,ATT-0005372,TXN-0004617,CUST-001004,2019-12-15T21:45:00,bank_unavailable,96
FAIL-0001096,ATT-0005384,TXN-0004628,CUST-001006,2021-01-19T11:18:00,bank_unavailable,96
FAIL-0001097,ATT-0005416,TXN-0004659,CUST-001013,2021-11-13T12:46:00,temporary_network_error,91
FAIL-0001098,ATT-0005417,TXN-0004659,CUST-001013,2021-11-16T12:46:00,temporary_network_error,91
FAIL-0001099,ATT-0005418,TXN-0004659,CUST-001013,2021-11-22T12:46:00,temporary_network_error,91
FAIL-0001100,ATT-0005420,TXN-0004661,CUST-001014,2022-03-23T03:35:00,temporary_network_error,91
FAIL-0001101,ATT-0005421,TXN-0004661,CUST-001014,2022-03-26T03:35:00,temporary_network_error,91
FAIL-0001102,ATT-0005437,TXN-0004676,CUST-001016,2021-06-07T13:17:00,expired_card,54
FAIL-0001103,ATT-0005438,TXN-0004676,CUST-001016,2021-06-08T13:17:00,expired_card,54
FAIL-0001104,ATT-0005441,TXN-0004679,CUST-001017,2020-01-07T03:22:00,invalid_payment_method,14
FAIL-0001105,ATT-0005442,TXN-0004679,CUST-001017,2020-01-10T03:22:00,invalid_payment_method,14
FAIL-0001106,ATT-0005454,TXN-0004691,CUST-001021,2023-08-19T12:39:00,temporary_network_error,91
FAIL-0001107,ATT-0005455,TXN-0004691,CUST-001021,2023-08-20T12:39:00,temporary_network_error,91
FAIL-0001108,ATT-0005456,TXN-0004691,CUST-001021,2023-08-28T12:39:00,temporary_network_error,91
FAIL-0001109,ATT-0005458,TXN-0004693,CUST-001021,2024-01-25T14:13:00,temporary_network_error,91
FAIL-0001110,ATT-0005459,TXN-0004693,CUST-001021,2024-01-26T14:13:00,temporary_network_error,91
FAIL-0001111,ATT-0005460,TXN-0004693,CUST-001021,2024-01-31T14:13:00,temporary_network_error,91
FAIL-0001112,ATT-0005502,TXN-0004735,CUST-001028,2021-04-14T00:49:00,temporary_network_error,91
FAIL-0001113,ATT-0005517,TXN-0004749,CUST-001031,2021-12-18T03:02:00,bank_unavailable,96
FAIL-0001114,ATT-0005518,TXN-0004749,CUST-001031,2021-12-20T03:02:00,bank_unavailable,96
FAIL-0001115,ATT-0005519,TXN-0004749,CUST-001031,2021-12-26T03:02:00,bank_unavailable,96
FAIL-0001116,ATT-0005531,TXN-0004761,CUST-001033,2019-12-19T07:14:00,invalid_payment_method,14
FAIL-0001117,ATT-0005532,TXN-0004761,CUST-001033,2019-12-20T07:14:00,invalid_payment_method,14
FAIL-0001118,ATT-0005549,TXN-0004778,CUST-001037,2021-03-12T17:46:00,insufficient_funds,51
FAIL-0001119,ATT-0005550,TXN-0004778,CUST-001037,2021-03-14T17:46:00,insufficient_funds,51
FAIL-0001120,ATT-0005551,TXN-0004778,CUST-001037,2021-03-22T17:46:00,insufficient_funds,51
FAIL-0001121,ATT-0005566,TXN-0004793,CUST-001041,2022-07-13T05:16:00,payment_method_limit_exceeded,61
FAIL-0001122,ATT-0005567,TXN-0004793,CUST-001041,2022-07-15T05:16:00,payment_method_limit_exceeded,61
FAIL-0001123,ATT-0005568,TXN-0004793,CUST-001041,2022-07-23T05:16:00,payment_method_limit_exceeded,61
FAIL-0001124,ATT-0005571,TXN-0004796,CUST-001042,2021-07-17T02:33:00,insufficient_funds,51
FAIL-0001125,ATT-0005572,TXN-0004796,CUST-001042,2021-07-19T02:33:00,insufficient_funds,51
FAIL-0001126,ATT-0005573,TXN-0004796,CUST-001042,2021-07-23T02:33:00,insufficient_funds,51
FAIL-0001127,ATT-0005574,TXN-0004797,CUST-001042,2021-09-01T00:25:00,bank_unavailable,96
FAIL-0001128,ATT-0005582,TXN-0004804,CUST-001044,2022-12-19T19:20:00,risk_review_hold,57
FAIL-0001129,ATT-0005588,TXN-0004809,CUST-001045,2019-10-19T04:31:00,expired_card,54
FAIL-0001130,ATT-0005589,TXN-0004809,CUST-001045,2019-10-22T04:31:00,expired_card,54
FAIL-0001131,ATT-0005591,TXN-0004811,CUST-001045,2020-03-25T05:55:00,expired_card,54
FAIL-0001132,ATT-0005592,TXN-0004811,CUST-001045,2020-03-28T05:55:00,expired_card,54
FAIL-0001133,ATT-0005599,TXN-0004817,CUST-001047,2020-07-23T01:08:00,insufficient_funds,51
FAIL-0001134,ATT-0005600,TXN-0004817,CUST-001047,2020-07-24T01:08:00,insufficient_funds,51
FAIL-0001135,ATT-0005601,TXN-0004817,CUST-001047,2020-08-02T01:08:00,insufficient_funds,51
FAIL-0001136,ATT-0005607,TXN-0004823,CUST-001047,2021-07-16T01:55:00,temporary_network_error,91
FAIL-0001137,ATT-0005614,TXN-0004829,CUST-001049,2021-06-01T04:07:00,temporary_network_error,91
FAIL-0001138,ATT-0005615,TXN-0004829,CUST-001049,2021-06-02T04:07:00,temporary_network_error,91
FAIL-0001139,ATT-0005616,TXN-0004829,CUST-001049,2021-06-06T04:07:00,temporary_network_error,91
FAIL-0001140,ATT-0005630,TXN-0004842,CUST-001052,2021-08-19T05:44:00,insufficient_funds,51
FAIL-0001141,ATT-0005631,TXN-0004842,CUST-001052,2021-08-21T05:44:00,insufficient_funds,51
FAIL-0001142,ATT-0005632,TXN-0004842,CUST-001052,2021-08-25T05:44:00,insufficient_funds,51
FAIL-0001143,ATT-0005645,TXN-0004855,CUST-001054,2023-09-28T11:23:00,insufficient_funds,51
FAIL-0001144,ATT-0005654,TXN-0004864,CUST-001056,2021-09-24T11:40:00,temporary_network_error,91
FAIL-0001145,ATT-0005655,TXN-0004864,CUST-001056,2021-09-26T11:40:00,temporary_network_error,91
FAIL-0001146,ATT-0005661,TXN-0004869,CUST-001058,2023-09-13T16:43:00,invalid_payment_method,14
FAIL-0001147,ATT-0005662,TXN-0004869,CUST-001058,2023-09-16T16:43:00,invalid_payment_method,14
FAIL-0001148,ATT-0005671,TXN-0004878,CUST-001059,2022-11-14T17:37:00,invalid_payment_method,14
FAIL-0001149,ATT-0005672,TXN-0004878,CUST-001059,2022-11-17T17:37:00,invalid_payment_method,14
FAIL-0001150,ATT-0005688,TXN-0004894,CUST-001063,2024-04-05T18:18:00,invalid_payment_method,14
FAIL-0001151,ATT-0005689,TXN-0004894,CUST-001063,2024-04-06T18:18:00,invalid_payment_method,14
FAIL-0001152,ATT-0005695,TXN-0004900,CUST-001064,2024-01-20T01:40:00,bank_unavailable,96
FAIL-0001153,ATT-0005696,TXN-0004900,CUST-001064,2024-01-21T01:40:00,bank_unavailable,96
FAIL-0001154,ATT-0005697,TXN-0004900,CUST-001064,2024-01-27T01:40:00,bank_unavailable,96
FAIL-0001155,ATT-0005728,TXN-0004930,CUST-001070,2019-08-09T13:16:00,invalid_payment_method,14
FAIL-0001156,ATT-0005729,TXN-0004930,CUST-001070,2019-08-10T13:16:00,invalid_payment_method,14
FAIL-0001157,ATT-0005732,TXN-0004933,CUST-001071,2021-12-02T15:54:00,insufficient_funds,51
FAIL-0001158,ATT-0005733,TXN-0004933,CUST-001071,2021-12-04T15:54:00,insufficient_funds,51
FAIL-0001159,ATT-0005734,TXN-0004933,CUST-001071,2021-12-07T15:54:00,insufficient_funds,51
FAIL-0001160,ATT-0005735,TXN-0004934,CUST-001071,2022-01-07T15:16:00,insufficient_funds,51
FAIL-0001161,ATT-0005736,TXN-0004934,CUST-001071,2022-01-10T15:16:00,insufficient_funds,51
FAIL-0001162,ATT-0005737,TXN-0004934,CUST-001071,2022-01-18T15:16:00,insufficient_funds,51
FAIL-0001163,ATT-0005750,TXN-0004947,CUST-001074,2024-04-26T01:28:00,bank_unavailable,96
FAIL-0001164,ATT-0005761,TXN-0004957,CUST-001077,2024-05-11T19:33:00,temporary_network_error,91
FAIL-0001165,ATT-0005762,TXN-0004957,CUST-001077,2024-05-13T19:33:00,temporary_network_error,91
FAIL-0001166,ATT-0005763,TXN-0004957,CUST-001077,2024-05-22T19:33:00,temporary_network_error,91
FAIL-0001167,ATT-0005765,TXN-0004959,CUST-001078,2024-01-04T15:58:00,temporary_network_error,91
FAIL-0001168,ATT-0005771,TXN-0004964,CUST-001078,2024-10-28T13:23:00,invalid_payment_method,14
FAIL-0001169,ATT-0005772,TXN-0004964,CUST-001078,2024-10-30T13:23:00,invalid_payment_method,14
FAIL-0001170,ATT-0005782,TXN-0004974,CUST-001081,2020-08-02T06:07:00,payment_method_limit_exceeded,61
FAIL-0001171,ATT-0005783,TXN-0004974,CUST-001081,2020-08-04T06:07:00,payment_method_limit_exceeded,61
FAIL-0001172,ATT-0005784,TXN-0004974,CUST-001081,2020-08-13T06:07:00,payment_method_limit_exceeded,61
FAIL-0001173,ATT-0005785,TXN-0004975,CUST-001081,2020-11-30T04:18:00,risk_review_hold,57
FAIL-0001174,ATT-0005787,TXN-0004977,CUST-001081,2021-05-27T06:19:00,temporary_network_error,91
FAIL-0001175,ATT-0005788,TXN-0004977,CUST-001081,2021-05-28T06:19:00,temporary_network_error,91
FAIL-0001176,ATT-0005789,TXN-0004977,CUST-001081,2021-06-05T06:19:00,temporary_network_error,91
FAIL-0001177,ATT-0005790,TXN-0004978,CUST-001082,2020-10-30T22:15:00,insufficient_funds,51
FAIL-0001178,ATT-0005791,TXN-0004978,CUST-001082,2020-10-31T22:15:00,insufficient_funds,51
FAIL-0001179,ATT-0005792,TXN-0004978,CUST-001082,2020-11-06T22:15:00,insufficient_funds,51
FAIL-0001180,ATT-0005799,TXN-0004985,CUST-001083,2020-05-31T03:15:00,payment_method_limit_exceeded,61
FAIL-0001181,ATT-0005800,TXN-0004985,CUST-001083,2020-06-01T03:15:00,payment_method_limit_exceeded,61
FAIL-0001182,ATT-0005806,TXN-0004990,CUST-001083,2021-07-19T04:21:00,expired_card,54
FAIL-0001183,ATT-0005807,TXN-0004990,CUST-001083,2021-07-22T04:21:00,expired_card,54
FAIL-0001184,ATT-0005829,TXN-0005012,CUST-001089,2021-02-09T14:51:00,temporary_network_error,91
FAIL-0001185,ATT-0005830,TXN-0005012,CUST-001089,2021-02-10T14:51:00,temporary_network_error,91
FAIL-0001186,ATT-0005831,TXN-0005012,CUST-001089,2021-02-14T14:51:00,temporary_network_error,91
FAIL-0001187,ATT-0005832,TXN-0005013,CUST-001089,2021-04-24T15:56:00,insufficient_funds,51
FAIL-0001188,ATT-0005837,TXN-0005017,CUST-001091,2021-04-10T23:41:00,temporary_network_error,91
FAIL-0001189,ATT-0005838,TXN-0005017,CUST-001091,2021-04-11T23:41:00,temporary_network_error,91
FAIL-0001190,ATT-0005839,TXN-0005017,CUST-001091,2021-04-21T23:41:00,temporary_network_error,91
FAIL-0001191,ATT-0005847,TXN-0005025,CUST-001093,2022-08-27T19:34:00,invalid_payment_method,14
FAIL-0001192,ATT-0005848,TXN-0005025,CUST-001093,2022-08-28T19:34:00,invalid_payment_method,14
FAIL-0001193,ATT-0005851,TXN-0005028,CUST-001093,2023-03-26T20:16:00,expired_card,54
FAIL-0001194,ATT-0005852,TXN-0005028,CUST-001093,2023-03-27T20:16:00,expired_card,54
FAIL-0001195,ATT-0005861,TXN-0005037,CUST-001095,2024-11-04T02:35:00,temporary_network_error,91
FAIL-0001196,ATT-0005867,TXN-0005042,CUST-001097,2022-06-23T00:38:00,insufficient_funds,51
FAIL-0001197,ATT-0005868,TXN-0005042,CUST-001097,2022-06-24T00:38:00,insufficient_funds,51
FAIL-0001198,ATT-0005869,TXN-0005042,CUST-001097,2022-06-28T00:38:00,insufficient_funds,51
FAIL-0001199,ATT-0005881,TXN-0005054,CUST-001099,2024-07-23T01:37:00,bank_unavailable,96
FAIL-0001200,ATT-0005889,TXN-0005061,CUST-001102,2022-10-07T05:00:00,temporary_network_error,91
FAIL-0001201,ATT-0005911,TXN-0005082,CUST-001107,2019-10-15T12:35:00,expired_card,54
FAIL-0001202,ATT-0005912,TXN-0005082,CUST-001107,2019-10-17T12:35:00,expired_card,54
FAIL-0001203,ATT-0005959,TXN-0005129,CUST-001118,2022-09-11T03:02:00,expired_card,54
FAIL-0001204,ATT-0005960,TXN-0005129,CUST-001118,2022-09-13T03:02:00,expired_card,54
FAIL-0001205,ATT-0005982,TXN-0005150,CUST-001123,2023-11-10T09:48:00,temporary_network_error,91
FAIL-0001206,ATT-0005983,TXN-0005150,CUST-001123,2023-11-12T09:48:00,temporary_network_error,91
FAIL-0001207,ATT-0005984,TXN-0005150,CUST-001123,2023-11-15T09:48:00,temporary_network_error,91
FAIL-0001208,ATT-0005987,TXN-0005153,CUST-001124,2021-10-04T23:41:00,insufficient_funds,51
FAIL-0001209,ATT-0005998,TXN-0005163,CUST-001126,2023-04-14T13:07:00,expired_card,54
FAIL-0001210,ATT-0005999,TXN-0005163,CUST-001126,2023-04-17T13:07:00,expired_card,54
FAIL-0001211,ATT-0006000,TXN-0005164,CUST-001126,2023-06-17T13:40:00,expired_card,54
FAIL-0001212,ATT-0006001,TXN-0005164,CUST-001126,2023-06-18T13:40:00,expired_card,54
FAIL-0001213,ATT-0006049,TXN-0005212,CUST-001136,2023-11-14T06:58:00,insufficient_funds,51
FAIL-0001214,ATT-0006077,TXN-0005239,CUST-001142,2024-06-30T22:42:00,temporary_network_error,91
FAIL-0001215,ATT-0006078,TXN-0005239,CUST-001142,2024-07-02T22:42:00,temporary_network_error,91
FAIL-0001216,ATT-0006086,TXN-0005246,CUST-001143,2024-04-09T05:00:00,temporary_network_error,91
FAIL-0001217,ATT-0006087,TXN-0005246,CUST-001143,2024-04-11T05:00:00,temporary_network_error,91
FAIL-0001218,ATT-0006088,TXN-0005246,CUST-001143,2024-04-17T05:00:00,temporary_network_error,91
FAIL-0001219,ATT-0006099,TXN-0005257,CUST-001145,2022-01-08T09:09:00,insufficient_funds,51
FAIL-0001220,ATT-0006100,TXN-0005257,CUST-001145,2022-01-11T09:09:00,insufficient_funds,51
FAIL-0001221,ATT-0006101,TXN-0005257,CUST-001145,2022-01-15T09:09:00,insufficient_funds,51
FAIL-0001222,ATT-0006104,TXN-0005260,CUST-001146,2020-03-31T06:34:00,temporary_network_error,91
FAIL-0001223,ATT-0006115,TXN-0005270,CUST-001147,2023-05-09T22:30:00,insufficient_funds,51
FAIL-0001224,ATT-0006116,TXN-0005270,CUST-001147,2023-05-10T22:30:00,insufficient_funds,51
FAIL-0001225,ATT-0006117,TXN-0005270,CUST-001147,2023-05-17T22:30:00,insufficient_funds,51
FAIL-0001226,ATT-0006118,TXN-0005271,CUST-001148,2024-02-06T14:54:00,insufficient_funds,51
FAIL-0001227,ATT-0006119,TXN-0005271,CUST-001148,2024-02-07T14:54:00,insufficient_funds,51
FAIL-0001228,ATT-0006120,TXN-0005271,CUST-001148,2024-02-14T14:54:00,insufficient_funds,51
FAIL-0001229,ATT-0006142,TXN-0005293,CUST-001154,2023-02-17T22:30:00,expired_card,54
FAIL-0001230,ATT-0006143,TXN-0005293,CUST-001154,2023-02-19T22:30:00,expired_card,54
FAIL-0001231,ATT-0006162,TXN-0005312,CUST-001160,2022-05-31T12:22:00,temporary_network_error,91
FAIL-0001232,ATT-0006182,TXN-0005331,CUST-001163,2020-10-10T21:09:00,insufficient_funds,51
FAIL-0001233,ATT-0006183,TXN-0005331,CUST-001163,2020-10-13T21:09:00,insufficient_funds,51
FAIL-0001234,ATT-0006184,TXN-0005331,CUST-001163,2020-10-23T21:09:00,insufficient_funds,51
FAIL-0001235,ATT-0006187,TXN-0005334,CUST-001164,2020-10-01T20:15:00,bank_unavailable,96
FAIL-0001236,ATT-0006199,TXN-0005345,CUST-001166,2020-04-20T20:38:00,risk_review_hold,57
FAIL-0001237,ATT-0006208,TXN-0005354,CUST-001168,2019-11-18T01:12:00,insufficient_funds,51
FAIL-0001238,ATT-0006209,TXN-0005354,CUST-001168,2019-11-21T01:12:00,insufficient_funds,51
FAIL-0001239,ATT-0006210,TXN-0005354,CUST-001168,2019-11-28T01:12:00,insufficient_funds,51
FAIL-0001240,ATT-0006218,TXN-0005362,CUST-001171,2020-04-24T12:58:00,insufficient_funds,51
FAIL-0001241,ATT-0006219,TXN-0005362,CUST-001171,2020-04-27T12:58:00,insufficient_funds,51
FAIL-0001242,ATT-0006237,TXN-0005379,CUST-001174,2022-06-11T21:49:00,temporary_network_error,91
FAIL-0001243,ATT-0006238,TXN-0005379,CUST-001174,2022-06-12T21:49:00,temporary_network_error,91
FAIL-0001244,ATT-0006239,TXN-0005379,CUST-001174,2022-06-18T21:49:00,temporary_network_error,91
FAIL-0001245,ATT-0006244,TXN-0005384,CUST-001176,2019-12-24T09:24:00,insufficient_funds,51
FAIL-0001246,ATT-0006254,TXN-0005393,CUST-001177,2022-02-06T13:23:00,temporary_network_error,91
FAIL-0001247,ATT-0006255,TXN-0005393,CUST-001177,2022-02-08T13:23:00,temporary_network_error,91
FAIL-0001248,ATT-0006260,TXN-0005397,CUST-001178,2021-04-08T07:13:00,insufficient_funds,51
FAIL-0001249,ATT-0006261,TXN-0005397,CUST-001178,2021-04-11T07:13:00,insufficient_funds,51
FAIL-0001250,ATT-0006262,TXN-0005397,CUST-001178,2021-04-16T07:13:00,insufficient_funds,51
FAIL-0001251,ATT-0006286,TXN-0005421,CUST-001183,2023-05-18T20:14:00,risk_review_hold,57
FAIL-0001252,ATT-0006308,TXN-0005443,CUST-001188,2021-09-22T19:08:00,insufficient_funds,51
FAIL-0001253,ATT-0006309,TXN-0005443,CUST-001188,2021-09-23T19:08:00,insufficient_funds,51
FAIL-0001254,ATT-0006310,TXN-0005443,CUST-001188,2021-09-27T19:08:00,insufficient_funds,51
FAIL-0001255,ATT-0006317,TXN-0005449,CUST-001189,2021-10-20T03:33:00,bank_unavailable,96
FAIL-0001256,ATT-0006318,TXN-0005449,CUST-001189,2021-10-22T03:33:00,bank_unavailable,96
FAIL-0001257,ATT-0006319,TXN-0005449,CUST-001189,2021-10-26T03:33:00,bank_unavailable,96
FAIL-0001258,ATT-0006322,TXN-0005452,CUST-001190,2024-03-08T05:19:00,bank_unavailable,96
FAIL-0001259,ATT-0006335,TXN-0005464,CUST-001192,2019-10-22T15:30:00,payment_method_limit_exceeded,61
FAIL-0001260,ATT-0006337,TXN-0005465,CUST-001192,2019-12-31T13:53:00,insufficient_funds,51
FAIL-0001261,ATT-0006338,TXN-0005465,CUST-001192,2020-01-01T13:53:00,insufficient_funds,51
FAIL-0001262,ATT-0006339,TXN-0005465,CUST-001192,2020-01-05T13:53:00,insufficient_funds,51
FAIL-0001263,ATT-0006350,TXN-0005476,CUST-001194,2021-08-13T19:01:00,temporary_network_error,91
FAIL-0001264,ATT-0006355,TXN-0005480,CUST-001194,2022-03-12T18:47:00,invalid_payment_method,14
FAIL-0001265,ATT-0006356,TXN-0005480,CUST-001194,2022-03-15T18:47:00,invalid_payment_method,14
FAIL-0001266,ATT-0006371,TXN-0005495,CUST-001198,2024-08-01T12:41:00,insufficient_funds,51
FAIL-0001267,ATT-0006372,TXN-0005495,CUST-001198,2024-08-02T12:41:00,insufficient_funds,51
FAIL-0001268,ATT-0006373,TXN-0005495,CUST-001198,2024-08-11T12:41:00,insufficient_funds,51
FAIL-0001269,ATT-0006389,TXN-0005511,CUST-001203,2021-06-05T22:06:00,insufficient_funds,51
FAIL-0001270,ATT-0006393,TXN-0005514,CUST-001203,2022-01-17T22:04:00,invalid_payment_method,14
FAIL-0001271,ATT-0006394,TXN-0005514,CUST-001203,2022-01-18T22:04:00,invalid_payment_method,14
FAIL-0001272,ATT-0006405,TXN-0005524,CUST-001205,2023-01-14T09:23:00,temporary_network_error,91
FAIL-0001273,ATT-0006406,TXN-0005524,CUST-001205,2023-01-17T09:23:00,temporary_network_error,91
FAIL-0001274,ATT-0006409,TXN-0005526,CUST-001206,2020-09-17T03:05:00,expired_card,54
FAIL-0001275,ATT-0006410,TXN-0005526,CUST-001206,2020-09-19T03:05:00,expired_card,54
FAIL-0001276,ATT-0006411,TXN-0005527,CUST-001206,2020-11-24T04:45:00,insufficient_funds,51
FAIL-0001277,ATT-0006412,TXN-0005527,CUST-001206,2020-11-26T04:45:00,insufficient_funds,51
FAIL-0001278,ATT-0006413,TXN-0005527,CUST-001206,2020-12-06T04:45:00,insufficient_funds,51
FAIL-0001279,ATT-0006429,TXN-0005543,CUST-001209,2022-02-03T14:06:00,insufficient_funds,51
FAIL-0001280,ATT-0006434,TXN-0005547,CUST-001210,2019-08-31T14:24:00,expired_card,54
FAIL-0001281,ATT-0006435,TXN-0005547,CUST-001210,2019-09-03T14:24:00,expired_card,54
FAIL-0001282,ATT-0006441,TXN-0005552,CUST-001212,2021-06-28T17:39:00,expired_card,54
FAIL-0001283,ATT-0006442,TXN-0005552,CUST-001212,2021-06-29T17:39:00,expired_card,54
FAIL-0001284,ATT-0006443,TXN-0005553,CUST-001212,2021-09-05T16:19:00,temporary_network_error,91
FAIL-0001285,ATT-0006444,TXN-0005553,CUST-001212,2021-09-06T16:19:00,temporary_network_error,91
FAIL-0001286,ATT-0006445,TXN-0005553,CUST-001212,2021-09-15T16:19:00,temporary_network_error,91
FAIL-0001287,ATT-0006462,TXN-0005570,CUST-001216,2022-02-04T13:30:00,risk_review_hold,57
FAIL-0001288,ATT-0006478,TXN-0005586,CUST-001219,2023-10-22T22:40:00,insufficient_funds,51
FAIL-0001289,ATT-0006484,TXN-0005591,CUST-001221,2022-03-10T20:04:00,insufficient_funds,51
FAIL-0001290,ATT-0006491,TXN-0005597,CUST-001222,2021-06-27T03:45:00,temporary_network_error,91
FAIL-0001291,ATT-0006492,TXN-0005597,CUST-001222,2021-06-28T03:45:00,temporary_network_error,91
FAIL-0001292,ATT-0006493,TXN-0005597,CUST-001222,2021-07-07T03:45:00,temporary_network_error,91
FAIL-0001293,ATT-0006512,TXN-0005615,CUST-001226,2023-11-25T19:40:00,insufficient_funds,51
FAIL-0001294,ATT-0006513,TXN-0005615,CUST-001226,2023-11-26T19:40:00,insufficient_funds,51
FAIL-0001295,ATT-0006514,TXN-0005615,CUST-001226,2023-12-02T19:40:00,insufficient_funds,51
FAIL-0001296,ATT-0006519,TXN-0005620,CUST-001226,2024-10-10T20:30:00,insufficient_funds,51
FAIL-0001297,ATT-0006520,TXN-0005620,CUST-001226,2024-10-11T20:30:00,insufficient_funds,51
FAIL-0001298,ATT-0006521,TXN-0005620,CUST-001226,2024-10-19T20:30:00,insufficient_funds,51
FAIL-0001299,ATT-0006546,TXN-0005644,CUST-001231,2022-11-15T10:18:00,risk_review_hold,57
FAIL-0001300,ATT-0006547,TXN-0005645,CUST-001231,2023-01-12T12:21:00,expired_card,54
FAIL-0001301,ATT-0006548,TXN-0005645,CUST-001231,2023-01-13T12:21:00,expired_card,54
FAIL-0001302,ATT-0006553,TXN-0005650,CUST-001232,2022-06-22T22:30:00,insufficient_funds,51
FAIL-0001303,ATT-0006554,TXN-0005650,CUST-001232,2022-06-25T22:30:00,insufficient_funds,51
FAIL-0001304,ATT-0006555,TXN-0005650,CUST-001232,2022-06-30T22:30:00,insufficient_funds,51
FAIL-0001305,ATT-0006565,TXN-0005660,CUST-001235,2019-07-25T18:27:00,temporary_network_error,91
FAIL-0001306,ATT-0006572,TXN-0005666,CUST-001236,2022-06-25T15:50:00,insufficient_funds,51
FAIL-0001307,ATT-0006573,TXN-0005666,CUST-001236,2022-06-26T15:50:00,insufficient_funds,51
FAIL-0001308,ATT-0006586,TXN-0005678,CUST-001238,2022-11-02T06:35:00,insufficient_funds,51
FAIL-0001309,ATT-0006590,TXN-0005681,CUST-001239,2022-04-17T05:13:00,temporary_network_error,91
FAIL-0001310,ATT-0006597,TXN-0005687,CUST-001240,2023-01-27T13:36:00,expired_card,54
FAIL-0001311,ATT-0006598,TXN-0005687,CUST-001240,2023-01-28T13:36:00,expired_card,54
FAIL-0001312,ATT-0006605,TXN-0005694,CUST-001241,2023-06-04T11:06:00,payment_method_limit_exceeded,61
FAIL-0001313,ATT-0006606,TXN-0005694,CUST-001241,2023-06-05T11:06:00,payment_method_limit_exceeded,61
FAIL-0001314,ATT-0006607,TXN-0005694,CUST-001241,2023-06-09T11:06:00,payment_method_limit_exceeded,61
FAIL-0001315,ATT-0006610,TXN-0005697,CUST-001242,2024-11-03T12:21:00,insufficient_funds,51
FAIL-0001316,ATT-0006612,TXN-0005699,CUST-001242,2025-05-13T12:40:00,insufficient_funds,51
FAIL-0001317,ATT-0006613,TXN-0005699,CUST-001242,2025-05-16T12:40:00,insufficient_funds,51
FAIL-0001318,ATT-0006614,TXN-0005699,CUST-001242,2025-05-26T12:40:00,insufficient_funds,51
FAIL-0001319,ATT-0006625,TXN-0005710,CUST-001246,2024-03-12T09:38:00,insufficient_funds,51
FAIL-0001320,ATT-0006626,TXN-0005710,CUST-001246,2024-03-14T09:38:00,insufficient_funds,51
FAIL-0001321,ATT-0006627,TXN-0005710,CUST-001246,2024-03-17T09:38:00,insufficient_funds,51
FAIL-0001322,ATT-0006631,TXN-0005714,CUST-001247,2020-09-23T21:14:00,risk_review_hold,57
FAIL-0001323,ATT-0006641,TXN-0005724,CUST-001249,2019-11-04T17:50:00,expired_card,54
FAIL-0001324,ATT-0006642,TXN-0005724,CUST-001249,2019-11-07T17:50:00,expired_card,54
FAIL-0001325,ATT-0006648,TXN-0005730,CUST-001250,2023-02-02T20:41:00,bank_unavailable,96
FAIL-0001326,ATT-0006656,TXN-0005737,CUST-001252,2019-08-11T20:03:00,payment_method_limit_exceeded,61
FAIL-0001327,ATT-0006657,TXN-0005737,CUST-001252,2019-08-14T20:03:00,payment_method_limit_exceeded,61
FAIL-0001328,ATT-0006678,TXN-0005757,CUST-001257,2024-07-05T08:54:00,invalid_payment_method,14
FAIL-0001329,ATT-0006679,TXN-0005757,CUST-001257,2024-07-06T08:54:00,invalid_payment_method,14
FAIL-0001330,ATT-0006684,TXN-0005762,CUST-001258,2021-02-20T09:41:00,bank_unavailable,96
FAIL-0001331,ATT-0006693,TXN-0005770,CUST-001261,2022-05-11T17:36:00,insufficient_funds,51
